@id,@lon,@lat,name,barrier,addr:full,denomination,time,opening_hours,addr:postcode,No.benches,object_id,source,FIXME,Feuil1_Fie,building:material,operator:type,DataLevel,historic,ele,education:students,note:fr,capacity:teachers,operator,name:en,phone,addr:street,note,name:fr,amenity,toilets,fixme2,building,email,religion,Effectifs,capacity:classrooms,is_in,Facilities,School_Type,note:en,tourism,date,light,addr:city,school:FR,school:CM,source:ref,note:bilingue,addr:housenumber,place,education:teachers,lit,shop,No.Benches,website,fixme,Infomation,education:students_male,description,education:repetition_rate,education:benches,education:students_female,fee,wheelchair,official_name,school:cycle,capacity:pupils,code,type,information,facilities,short_name,fountain
2457131017,9.2299722,3.9707501,Government Primary School Bona Ngombe,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,élémentaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131019,9.2333056,4.0557222,Government Primary School Mile Four,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,élémentaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131022,9.2081389,4.0208056,Government Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,élémentaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131027,9.2091389,4.0084722,Kofele Luma Memorial Academy,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,élémentaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131030,9.2077500,4.0224444,Nursery School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,maternelle,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131031,9.2077500,4.0224444,Nursery School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,élémentaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131033,9.2088611,4.0163333,Presbyterian Youth Center,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131036,9.2187222,4.0044444,Salvation Bilingual Nursery and Primary,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,primaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131037,9.2093055,4.0085278,Social Center Limbe,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131038,9.2013611,4.0156389,Standard Educational Primary School,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,élémentaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457131039,9.2307500,4.0581111,Stanley Mill Primary Nursery,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,primaire,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685935158,15.3274000,3.7727900,GSP,,MAMBERE-KADEI  Dede-Mokouba  Haute-Kadei  Bamba,,,,,,,,,,traditional,private,,,,,,5,,,,,,,school,no,,,,,,3,,,,,,,,Bamba,,,,,,,,,,,,,,,,,,,,,,complete,109,,,,,,
2685935168,15.3554697,3.8322703,École Mixte de Binoumbi,,MAMBERE-KADEI  Dede-Mokouba  Haute-Kadei  Binoumbi,,,,,,,,,,hard,public,,,,,,2,,,,,,,school,no,,,,,,2,,,,,,,,Binoumbi,,,,,,,,,,,,,,,,,,,,,,complete,288,,,,,,
2686011533,15.2891786,3.9062526,École Mixte de Dori,,MAMBERE-KADEI  Dédé-Mokouba  Haute-Kadei  Dori,,,,,,,,,,traditional,public,,,,,,2,,,,,,,school,no,,,,,,1,,,,,,,,Dori,,,,,,,,,,,,locate more precisely,,,,,,,,,,incomplete,64,,,,,,
2686011535,15.1541646,4.0364365,École Mixte de Mbanjifolo,,MAMBERE-KADEI  Dédé-Mokouba  Haute-Kadei  Mbandjifolo,,,,,,,,,,hard,public,,,,,,2,,,,,,,school,no,,,,,,2,,,,,,,,Mbandjifolo,,,,,,,,,,,,,,,,,,,,,,complete,365,,,,,,
2686011536,15.3009416,3.9055748,École Mixte de Modélé,,MAMBERE-KADEI  Sosso-Nakombo  Haute-Kadei  Modélé,,,,,,,,,,semi-hard,public,,,,,,2,,,,,,,school,yes,,,,,,3,,,,,,,,Modélé,,,,,,,,,,,,,,,,,,,,,,complete,412,,,,,,
2686011537,15.1527899,4.0973093,École Privée Brita Caline,,MAMBERE-KADEI  Gamboula  Basse-Mboumbe  Gamboula,,,,,,,,,,semi-hard,private,,,,,,4,,,,,,,school,yes,,,,,,4,,,,,,,,Gamboula,,,,,,,,,,,,,,,,,,,,,,complete,180,,,,,,
2686011538,15.1304727,4.1233755,École Privée Catholique,,MAMBERE-KADEI  Gamboula  Basse-Mboumbe  Gamboula,,,,,,,,,,hard,private,,,,,,unknown,,,,,,,school,unknown,,,,,,unknown,,,,,,,,Gamboula,,,,,,,,,,,,,,,,,,,,,,complete,unknown,,,,,,
2686011539,15.1494000,4.1034100,École Publique,,MAMBERE-KADEI  Gamboula  Basse-Mboumbe  Gamboula,,,,,,,,,,semi-hard,public,,,,,,unknown,,,,,,,school,no,,,,,,6,,,,,,,,Gamboula,,,,,,,,,,,,It didn't have any name in the original UNICEF data. We put "École Publique" based in that operator:type=public,,,,,,,,,,,unknown,,,,,,
2686011540,15.2440066,3.9329262,École Sous-Préfectorale de Dédé-Mokouba,,MAMBERE-KADEI  Dédé-Mokouba  Haute-Kadei  Dédé-Mokouba,,,,,,,,,,traditional,public,,,,,,3,,,,,,,school,no,,,,,,6,,,,,,,,Dédé-Mokouba,,,,,,,,,,,,,,,,,,,,,,complete,321,,,,,,
2686011541,15.1363434,4.1202686,École Sous-Préfectorale de Gamboula,,MAMBERE-KADEI  Gamboula  Basse-Mboumbe  Gamboula,,,,,,,,,,hard,public,,,,,,11,,,,,,,school,yes,,,,,,7,,,,,,,,Gamboula,,,,,,,,,,,,,,,,,,,,,,complete,1214,,,,,,
2686011543,15.1783404,3.9888721,École de Mbangou,,MAMBERE-KADEI  Dédé-Mokouba  Haute-Kadei  Mbangou,,,,,,,,,,semi-hard,public,,,,,,2,,,,,,,school,unknown,,,,,,2,,,,,,,,Mbangou,,,,,,,,,,,,,,,,,,,,,,complete,unknown,,,,,,
2686011545,15.2452416,3.9320148,École de l'Église Évangélique EEB,,MAMBERE-KADEI  Dédé-Mokouba  Haute-Kadei  Dédé-Mokouba,,,,,,,,,,semi-hard,private,,,,,,7,,,,,,,school,yes,,,,,,2,,,,,,,,Dédé-Mokouba,,,,,,,,,,,,,,,,,,,,,,complete,230,,,,,,
2700766915,14.9029000,4.5202100,École Mixte de Godawa,,MAMBERE-KADEI  Gamboula  Basse-Mboumbe  Godawa,,,,,,,,,,traditional,public,,,,,,1,,,,,,,school,no,,,,,,3,,,,,,,,Godawa,,,,,,,,,,,,,,,,,,,,,,complete,260,,,,,,
2700766917,14.9321000,4.4847900,École de Ngam-Ngam,,MAMBERE-KADEI  Gamboula  Basse-Mboumbe  Ngam-Ngam,,,,,,,,,,traditional,public,,,,,,1,,,,,,,school,unknown,,,,,,1,,,,,,,,Ngam-Ngam,,,,,,,,,,,,,,,,,,,,,,incomplete,88,,,,,,
2709638138,14.6926840,5.2222930,École de Nguia-Bouar,,NANA-MAMBERE  Baboua  Baboua  Nguia-Bouar,,,,,,,,,,hard,public,,,,,,4,,,,,,,school,no,,,,,,3,,,,,,,,Nguia-Bouar,,,,,,,,,,,,,,,,,,,,,,complete,253,,,,,,
2710883643,14.7301180,5.2858060,O S Bagari,,NANA-MAMBERE  Baboua  Baboua  Bagari,,,,,,,,,,traditional,private,,,,,,3,,,,,,,school,yes,,,,,,3,,,,,,,,Bagari,,,,,,,,,,,,,,,,,,,,,,complete,286,,,,,,
2711630167,14.6064659,5.9364694,École de Beloko,,NANA-MAMBERE  Bouar  Baboua  Beloko,,,,,,,,,,hard,public,,,,,,6,,,,,,,school,yes,,,,,,3,,,,,,,,Beloko,,,,,,,,,,,,,,,,,,,,,,complete,344,,,,,,
2732345819,13.8134448,10.7374138,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738450919,11.5018719,3.5051900,Lycée de Mbalmayo Oyack,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739166296,11.2662727,4.5831223,Ecole Bilingue de Boyalong,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824615630,14.9377767,6.6358245,École Sokorta Abba,,NANA-MAMBERE  Bouar  Niem-Yelewa  Sokorta-Abba,,,,,,,,,,semi-hard,private,,,,,,3,,,,,,,school,yes,,,,,,3,,,,,,,,Sokorta-Abba,,,,,,,,,,,,,,,,,,,,,,complete,76,,,,,,
2827511710,14.9708990,6.7301088,École Gaigo,,OUHAM-PENDE  Koui  Koui  Gaigo,,,,,,,,,,traditional,private,,,,,,1,,,,,,,school,no,,,,,,1,,,,,,,,Gaigo,,,,,,,,,,,,,,,,,,,,,,incomplete,50,,,,,,
2828440706,15.3184000,7.2074200,École Assana,,OUHAM-PENDE  Bocaranga  Mbili  Assana,,,,,,,,,,traditional,public,,,,,,3,,,,,,,school,no,,,,,,3,,,,,,,,Assana,,,,,,,,,,,,,,,,,,,,,,complete,245,,,,,,
2828440708,15.2348000,7.1049200,École Bouyangou,,OUHAM-PENDE  Bocaranga  Mbili  Bouyangou,,,,,,,,,,traditional,public,,,,,,1,,,,,,,school,no,,,,,,2,,,,,,,,Bouyangou,,,,,,,,,,,,,,,,,,,,,,incomplete,46,,,,,,
2828440709,15.2574000,7.1072700,École de Gbawe,,OUHAM-PENDE  Bocaranga  Mbili  Gbawe,,,,,,,,,,traditional,public,,,,,,3,,,,,,,school,yes,,,,,,3,,,,,,,,Gbawe,,,,,,,,,,,,,,,,,,,,,,complete,204,,,,,,
2828440710,15.2658000,7.1388600,École Ka´ta,,OUHAM-PENDE  Bocaranga  Mbili  Ka´ta,,,,,,,,,,traditional,private,,,,,,3,,,,,,,school,no,,,,,,3,,,,,,,,Ka´ta,,,,,,,,,,,,,,,,,,,,,,complete,225,,,,,,
2828440711,15.2350000,7.0535600,École Korndamon,,OUHAM-PENDE  Bocaranga  Mbili  Korndamon,,,,,,,,,,traditional,public,,,,,,3,,,,,,,school,no,,,,,,3,,,,,,,,Korndamon,,,,,,,,,,,,,,,,,,,,,,incomplete,93,,,,,,
2828440712,15.3827000,7.2724600,École Mberewock,,OUHAM-PENDE  Ngaoundaye  Kodi  Mberewock,,,,,,,,,,traditional,public,,,,,,4,,,,,,,school,yes,,,,,,3,,,,,,,,Mberewock,,,,,,,,,,,,,,,,,,,,,,complete,385,,,,,,
2828440713,15.3347000,7.2378900,École Ngaoukala,,OUHAM-PENDE  Bocaranga  Mbili  Ngaoukala,,,,,,,,,,traditional,public,,,,,,2,,,,,,,school,no,,,,,,2,,,,,,,,Ngaoukala,,,,,,,,,,,,,,,,,,,,,,incomplete,unknown,,,,,,
2828638054,15.5018046,7.5040437,Ecole Mbere,,OUHAM-PENDE  Ngaoundaye  Kodi  Mbere,,,,,,,,,,traditional,public,,,,,,2,,,,,,,school,unknown,,,,,,6,,,,,,,,Mbere,,,,,,,,,,,,There is another École de Mbere near  to the NW,,,,,,,,,,complete,118,,,,,,
2828638055,15.4893063,7.5170266,École de Mbere,,OUHAM-PENDE  Ngaoundaye  Lim  Mbere,,,,,,,,,,hard,public,,,,,,1,,,,,,,school,no,,,,,,8,,,,,,,,Mbere,,,,,,,,,,,,,,,,,,,,,,complete,203,,,,,,
2997531360,11.5936628,3.9674856,Juris Academize,,,,,,,,,Survey TSF Cameroun 2014,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2998038856,11.5926842,3.9677094,Scienta  formation en informatique et managment,,,,,,,,,Survey TSF Cameroun 2014,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046875729,9.6264616,4.1006569,Manna Bilingual School,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3073807353,9.6733593,4.0878351,ISTM Institut Supérieur de Technologie et de Management,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851760,9.7354463,4.0489973,Bandom Michel Bilingue,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851761,9.7355670,4.0492170,Bandom Michel Bilingue,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851763,9.7089492,4.0244349,CBC École de Babylone,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851764,9.7225432,4.0695396,CEBAD,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851768,9.7042972,4.0506315,CETIC de DOUALA AKWA,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851769,9.7533302,4.0770699,CFPD,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851770,9.7431258,4.0029500,Copkoto Collège,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851771,9.7689493,4.0193371,Collège Privé Laïc André Nguebong,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPLAN,
3074851772,9.6983542,4.0289696,Centre Linguistique Islamique du Cameroun,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851773,9.6881270,4.0304556,Centre Linguistique,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851774,9.7392765,4.0895936,Centre Romulus et Remus,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851775,9.6961880,4.0295953,Centre de Formation Professionelle et Universitaire,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851776,9.7308261,4.0457691,Centre de Formation Professionnelle Rapide,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851777,9.7042167,4.0501675,Centre de l'Artisanat Feminin d'AKWA CARFEM,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851778,9.7209836,4.0534069,Charité,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851780,9.7293274,4.0198960,Collège Bilingue Excellence Tercio,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851781,9.7296953,4.0199915,Collège Bilingue Excellence Tercio,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851782,9.7504512,4.0586444,Collège Bilingue FO KAMGA 2,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851783,9.7634888,4.0139826,Collège Bilingue Les Rachetes,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851784,9.7428616,4.0001899,Collège Bilingue Mafi Lowa,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851785,9.7235888,4.0584280,Collège Bilingue du Centre,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851786,9.7351000,4.0439893,Collège Bénédicte,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851787,9.7340996,4.0444043,Collège Bénédicte,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851788,9.6957283,4.0302364,Collège CPFO,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851789,9.7357327,4.0219409,Collège CPLN,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851790,9.6924672,4.0429726,Collège Catholique Notre Dame,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851791,9.7348892,4.0392958,Collège Catholique Saint Charles Boréomée,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851794,9.7675389,3.9812996,Collège Comeuk,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851795,9.6996421,4.0290160,Collège Copseco,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851797,9.7122621,4.0717219,Collège EYENGA NKONGO,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851798,9.6934515,4.0408288,Collège Esao,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851799,9.7459771,4.0218462,Collège Fotso Daniel,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851800,9.7706290,3.9949610,Collège Fanon et Cesar,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851801,9.7729761,4.0213055,Collège Henri Dumont,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851802,9.7249314,4.0740332,Collège INTAC,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851803,9.7010914,4.0469930,Collège INTEG,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851804,9.7597148,4.0100041,Collège Impérial Lozena,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851805,9.6991971,4.0482006,Collège King AKWA,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851808,9.7557972,4.0678880,Collège La Conquette,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851809,9.7508650,4.0435314,Collège La Roche,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851810,9.7737932,4.0826304,Collège Le Nil,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851811,9.7455262,4.0219743,Collège Les Conquerants COL-CO,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851813,9.7596741,4.0681493,Collège MALANGUÉ,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851814,9.7608201,4.0004167,Collège Mahoua Tachomkam,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851815,9.7701347,4.0137358,Collège Maître Fotso,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMAIFO,
3074851817,9.7529305,4.0582867,Collège Pascal Tohoua KAMGA,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851818,9.7547629,4.0893955,Collège Pilote Bilingue de KOTTO,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851820,9.7229556,4.0743435,Collège Polyvalent BÉPANDA,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851821,9.7803431,4.0353621,Collège Polyvalent Deogratias,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851822,9.7068213,4.0301985,Collège Polyvalent Maria Goreti,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851823,9.7649020,3.9879047,Collège Polyvalent Sainte Louise,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851824,9.6976149,4.0398707,Collège Polyvalent de DOUALA,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851826,9.7602728,4.0288078,Collège Prime Agnesseau,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851827,9.7648778,3.9896201,Collège Privé La Manne,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851828,9.7551139,4.0188289,Collège Privé Moungang,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851829,9.8035965,4.0763841,Collège Privé NKOUALONG,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851830,9.7713990,4.0527198,Collège Privée la Cadenelle,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074851832,9.7744286,4.0510162,Collège Saint Joseph Bassa,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074852433,9.7545468,4.0126289,Collège St. Laurent Ndogpassi III,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074852435,9.7289870,4.0269864,Collège Ste. Marthe,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074852436,9.7310385,4.0407788,Collège Technique,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074852437,9.7341896,4.0469998,Collège Technique,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074852441,9.7033593,4.0583382,Collège de La Salle,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074852442,9.7643475,3.9939691,Collège de La Vallée,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074852443,9.7720862,4.0384666,Collège de Ndogmbe,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074852445,9.7327008,4.0718945,Collège de la Maternité,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3074852446,9.7869861,4.0283374,Collège de la Responsabilité,,,,,,,,,Plan polyvalent Douala,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
